Body center of mass-x,Body center of mass-y,Body center of mass-z,7th cervical vertebrae-x,7th cervical vertebrae-y,7th cervical vertebrae-z,10th thoracic vertebrae-x,10th thoracic vertebrae-y,10th thoracic vertebrae-z,Jugular notch-x,Jugular notch-y,Jugular notch-z,Anterior superior iliac spine LT-x,Anterior superior iliac spine LT-y,Anterior superior iliac spine LT-z,Anterior superior iliac spine RT-x,Anterior superior iliac spine RT-y,Anterior superior iliac spine RT-z,Posterior superior iliac spine LT-x,Posterior superior iliac spine LT-y,Posterior superior iliac spine LT-z,Posterior superior iliac spine RT-x,Posterior superior iliac spine RT-y,Posterior superior iliac spine RT-z,Acromion LT-x,Acromion LT-y,Acromion LT-z,Acromion RT-x,Acromion RT-y,Acromion RT-z,Shoulder LT-x,Shoulder LT-y,Shoulder LT-z,Shoulder RT-x,Shoulder RT-y,Shoulder RT-z,Medial humeral epicondyle LT-x,Medial humeral epicondyle LT-y,Medial humeral epicondyle LT-z,Lateral humeral epicondyle LT-x,Lateral humeral epicondyle LT-y,Lateral humeral epicondyle LT-z,Elbow LT-x,Elbow LT-y,Elbow LT-z,Radial styloid process LT-x,Radial styloid process LT-y,Radial styloid process LT-z,Ulnar styloid process LT-x,Ulnar styloid process LT-y,Ulnar styloid process LT-z,Hand tip LT-x,Hand tip LT-y,Hand tip LT-z,Hip LT-x,Hip LT-y,Hip LT-z,Hip RT-x,Hip RT-y,Hip RT-z
-15.51647133,10.46511767,962.7257622,30.60239271,-17.46027364,1488.803386,77.52720346,-40.11262803,1213.225455,-44.49792588,41.68564424,1437.687883,-117.3547696,-103.2446605,965.1292805,11.60263863,155.6474089,964.6358597,55.93440362,-87.2560388,966.6881377,103.2353835,7.704372743,966.5071533,-111.2072077,-134.3241648,1444.833068,114.5622597,142.4943537,1433.433913,-120.5054824,-131.0147443,1418.853794,108.3996721,149.6484758,1407.296317,-266.8124212,-108.0561705,1138.92302,-289.1337308,-103.8784696,1181.599182,-280.0149942,-109.0246933,1158.744356,-409.9076216,57.68720585,1063.447245,-422.4905166,38.34596104,1039.497709,-519.1910734,170.6954487,1016.193026,-49.0937572,-72.54159357,875.6985106,28.08152569,82.39381474,875.4032202
-15.47527637,10.4278683,962.7157918,30.73739398,-17.42118565,1488.797761,77.59881513,-40.05787047,1213.207294,-44.49170354,41.5709523,1437.693919,-117.3029989,-103.3198444,965.1529133,11.48365128,155.6571694,964.6378826,55.97595044,-87.21707087,966.6727879,103.214297,7.774497883,966.4838771,-110.8472735,-134.5714701,1444.864705,114.3656175,142.6973591,1433.400175,-120.1575443,-131.2824001,1418.887142,108.1833035,149.8373851,1407.263383,-265.0688659,-109.5634778,1137.590043,-287.0932088,-105.6745567,1180.447405,-278.152137,-110.647833,1157.484353,-407.5755111,57.83823348,1064.714344,-420.3786528,38.79446243,1040.643456,-516.0040304,172.1402398,1018.616572,-49.08260401,-72.56913252,875.7075212,27.99048778,82.41711124,875.3992982
-15.43209105,10.39225644,962.7046927,30.88366928,-17.38844521,1488.791513,77.67574896,-40.00548945,1213.186365,-44.47625198,41.44745022,1437.700303,-117.2523287,-103.3946819,965.1779741,11.36128797,155.6682661,964.6424578,56.016217,-87.17631827,966.6542424,103.1910957,7.846770754,966.4578174,-110.4722223,-134.8289762,1444.896705,114.1743261,142.8961516,1433.36557,-119.794807,-131.5604898,1418.92096,107.9718323,150.0219314,1407.229671,-263.2260497,-111.0679036,1136.232594,-284.9605022,-107.4687164,1179.262912,-276.193835,-112.2677217,1156.195769,-405.0741461,57.99508107,1065.952744,-418.0913698,39.25171973,1041.761183,-512.5762383,173.6025941,1020.953853,-49.07539095,-72.59413603,875.7165955,27.89414796,82.44353553,875.3961128
-15.38610728,10.35905277,962.6922951,31.03823246,-17.36459884,1488.784658,77.75657193,-39.95679509,1213.162966,-44.45300341,41.31467466,1437.707185,-117.2030238,-103.4680889,965.203326,11.2370788,155.680892,964.6502594,56.05503604,-87.13390051,966.6325193,103.1662706,7.920745023,966.429657,-110.0874446,-135.0957049,1444.927497,113.9892139,143.0867457,1433.331783,-119.4224704,-131.8476196,1418.953662,107.766364,150.1984762,1407.196896,-261.2798022,-112.5549567,1134.850134,-282.7357158,-109.2478593,1178.043371,-274.1377894,-113.8706007,1154.876931,-402.3985636,58.17047627,1067.148838,-415.6215716,39.72607977,1042.839383,-508.9214603,175.0747688,1023.183443,-49.07161102,-72.61565147,875.7251476,27.79408745,82.47350703,875.3941618
-15.33795685,10.32862836,962.6784394,31.20263525,-17.3518707,1488.777143,77.84262484,-39.91232486,1213.136452,-44.41889891,41.17206169,1437.714192,-117.1555487,-103.5399966,965.2296235,11.1102831,155.6952517,964.6616266,56.09193335,-87.08956875,966.6069336,103.1392462,7.99671922,966.3985949,-109.6928305,-135.3712095,1444.9545,113.8150406,143.2660339,1433.301024,-119.0400916,-132.1429708,1418.982591,107.5720554,150.3642343,1407.167261,-259.2237563,-114.0169148,1133.442959,-280.416258,-111.005155,1176.787579,-271.9792951,-115.4492208,1153.527184,-399.5417614,58.37093012,1068.290799,-412.9609448,40.21979029,1043.868372,-505.0521016,176.5447417,1025.288294,-49.07248154,-72.633297,875.7333744,27.6889236,82.50748864,875.3934535
-15.28803549,10.30090252,962.6630517,31.37739007,-17.35145092,1488.768865,77.93436466,-39.87225183,1213.106592,-44.37332309,41.01864788,1437.721307,-117.1102619,-103.6102013,965.2571521,10.98092412,155.7113582,964.6766078,56.12657333,-87.04337379,966.5772844,103.1098269,8.074572734,966.3643435,-109.2869955,-135.656848,1444.975209,113.6519832,143.4338485,1433.275627,-118.646109,-132.4476505,1419.005209,107.3892445,150.5193057,1407.143132,-257.0556196,-115.4490758,1132.014154,-278.0050677,-112.7367703,1175.496483,-269.7183815,-116.9993551,1152.148266,-396.4999193,58.59834781,1069.365728,-410.1042128,40.73186908,1044.836043,-500.980338,178.0011045,1027.252537,-49.07857693,-72.64693039,875.7413858,27.57831046,82.54550867,875.3939558
-15.23595078,10.27577603,962.646105,31.56018983,-17.36221095,1488.759924,78.0309367,-39.83552877,1213.073949,-44.31870319,40.85538501,1437.728588,-117.0655863,-103.68003,965.2852452,10.84790986,155.7292013,964.6950334,56.1603462,-86.99485213,966.5441155,103.0784239,8.155252047,966.3276286,-108.8723152,-135.9516638,1444.990371,113.4975866,143.5911661,1433.255023,-118.2429526,-132.7607856,1419.022269,107.2154201,150.6645836,1407.12393,-254.7794957,-116.8484591,1130.570052,-275.5115644,-114.4404309,1174.174313,-267.3614567,-118.5184796,1150.745201,-393.2801526,58.84804327,1070.363926,-407.0565867,41.25682714,1045.731584,-496.7213596,179.4339959,1029.064509,-49.08800696,-72.65732695,875.7489546,27.46254093,82.58757986,875.3957391
-15.18221922,10.25284937,962.6275228,31.75349859,-17.38088143,1488.750295,78.13336937,-39.80076538,1213.038381,-44.25323634,40.68461527,1437.73592,-117.0215492,-103.7503069,965.3151436,10.71038046,155.7483544,964.7158765,56.1931684,-86.94426501,966.5076921,103.0446484,8.238641629,966.2878837,-108.4458781,-136.2536375,1445.001886,113.3530087,143.7412403,1433.237211,-117.827888,-133.0806519,1419.035698,107.0515389,150.8030436,1407.107625,-252.3946181,-118.2097521,1129.118202,-272.9413066,-116.1117946,1172.826108,-264.9105148,-120.0018704,1149.323944,-389.8852684,59.11706916,1071.27621,-403.8179557,41.79237975,1046.543061,-492.2794908,180.8406063,1030.711437,-49.10135574,-72.66566088,875.7567893,27.34053267,82.63276575,875.3981546
-15.12688659,10.23217886,962.6072186,31.956954,-17.40658026,1488.740047,78.24143553,-39.76780792,1213.000011,-44.17657457,40.50799342,1437.743183,-116.9780899,-103.8211165,965.3468737,10.56842429,155.7687087,964.7389436,56.22509016,-86.89171395,966.4681883,103.0085606,8.324631177,966.2452023,-108.0099465,-136.5601102,1445.011067,113.2201182,143.8833523,1433.220893,-117.4032082,-133.404633,1419.046813,106.8994963,150.9338776,1407.092887,-249.9047326,-119.5279776,1127.665061,-270.3040363,-117.7468773,1171.455984,-262.3718372,-121.4452245,1147.889472,-386.3284022,59.39781735,1072.09275,-400.3985192,42.33221022,1047.257489,-487.6626336,182.2180505,1032.177077,-49.11847868,-72.67215159,875.7649455,27.21244681,82.68083256,875.4011263
-15.04432908,10.19175291,962.5800316,32.24491023,-17.50560467,1488.714136,78.36263105,-39.74387745,1212.957667,-44.01302394,40.26059578,1437.734869,-116.9352612,-103.8921873,965.3801293,10.42307968,155.7899902,964.7638214,56.25611319,-86.83764989,966.426171,102.9705625,8.412569688,966.2001122,-107.4920767,-136.9348688,1445.002056,113.1765208,143.949744,1433.19148,-116.8962602,-133.7963497,1419.039701,106.837179,150.9894383,1407.065088,-247.235485,-120.8629382,1126.198722,-267.5309302,-119.4059591,1170.049845,-259.6734561,-122.9087025,1146.42848,-382.5416107,59.62266987,1072.786836,-396.7277534,42.80937739,1047.845709,-482.796145,183.503313,1033.425539,-49.13882657,-72.67709172,875.7733886,27.07948552,82.73116127,875.4045557
-14.98495752,10.1749538,962.5557504,32.4618096,-17.53916953,1488.703171,78.4793528,-39.71204872,1212.915321,-43.91767329,40.08142434,1437.741089,-116.892341,-103.964824,965.4156307,10.27376231,155.8115215,964.7889812,56.2868611,-86.78249539,966.382668,102.9307986,8.502264533,966.1528158,-107.0478004,-137.2388129,1445.004376,113.0674109,144.0791031,1433.180279,-116.4623878,-134.1166589,1419.043818,106.7099792,151.1084503,1407.055497,-244.5405002,-122.0781132,1124.752319,-264.7803333,-120.9525235,1168.638889,-256.9710361,-124.2558805,1144.972865,-378.6835721,59.92333307,1073.377852,-392.9629653,43.35495864,1048.326281,-477.8353546,184.8297014,1034.467439,-49.16159287,-72.68234895,875.7827169,26.94167357,82.78225934,875.407695
-14.92323736,10.15899436,962.5293568,32.68228038,-17.57622968,1488.691831,78.59946188,-39.6792586,1212.871674,-43.81516776,39.90292841,1437.746969,-116.8485951,-104.0395772,965.4529865,10.1202842,155.8331913,964.8141809,56.31799122,-86.72618609,966.3381309,102.8895879,8.593941341,966.1038199,-106.6031361,-137.5391771,1444.999902,112.9689754,144.202809,1433.175078,-116.0274279,-134.4323037,1419.041032,106.5942963,151.2227655,1407.051974,-241.745278,-123.2441633,1123.311914,-261.9805341,-122.4558288,1167.207948,-254.1913165,-125.5567476,1143.507939,-374.68022,60.23029558,1073.840486,-389.0305416,43.89717497,1048.675218,-472.7073948,186.1257597,1035.269744,-49.18570608,-72.68841169,875.7928248,26.79953056,82.83390149,875.410528
-14.8598352,10.14389866,962.5007205,32.90570619,-17.61778977,1488.68045,78.7234177,-39.6460123,1212.826519,-43.70507003,39.72430236,1437.751426,-116.8040185,-104.1164232,965.4921647,9.962161369,155.8552491,964.8399212,56.34946691,-86.66838095,966.2921158,102.8467143,8.688023946,966.0528759,-106.1588792,-137.8363706,1444.987721,112.8824099,144.3190676,1433.176381,-115.5917964,-134.7437834,1419.030278,106.4917328,151.3304802,1407.054891,-238.8550195,-124.3719403,1121.881578,-259.1390359,-123.9246719,1165.759903,-251.3405272,-126.8211488,1142.037094,-370.5342141,60.53590824,1074.165761,-384.9357238,44.42485398,1048.886842,-467.4206119,187.3792647,1035.818846,-49.21146869,-72.69483564,875.8036049,26.65246134,82.88666709,875.4132661
-14.79495813,10.12864339,962.469986,33.1295834,-17.66327967,1488.669043,78.85054797,-39.61106621,1212.780385,-43.58949086,39.5467397,1437.754513,-116.7577854,-104.1962675,965.5331477,9.799024179,155.8773534,964.8654423,56.38201652,-86.60918812,966.2453458,102.8024679,8.784611055,966.0004345,-105.7167972,-138.1295089,1444.964458,112.8054363,144.4295541,1433.187584,-115.1569885,-135.0498294,1419.008124,106.4002761,151.433665,1407.067683,-235.8825684,-125.4716807,1120.466491,-256.2683709,-125.3654452,1164.299773,-248.431383,-128.0574219,1140.56556,-366.2538297,60.83511422,1074.347672,-380.6916337,44.92880842,1048.960026,-461.9922613,188.5796096,1036.10903,-49.23777509,-72.70269086,875.8152033,26.50085614,82.93982358,875.4156112
-14.73000205,10.11327397,962.4372492,33.35684895,-17.71345524,1488.657721,78.98238601,-39.57534644,1212.732495,-43.46556706,39.36865675,1437.755451,-116.7110307,-104.2783456,965.5766934,9.630833767,155.8997157,964.8912321,56.41457256,-86.54858605,966.1969464,102.7561831,8.883521384,965.9455224,-105.2731232,-138.4204842,1444.93056,112.7404135,144.5335049,1433.207795,-114.7191277,-135.3526024,1418.974944,106.3223748,151.5313033,1407.089364,-232.8369955,-126.5542795,1119.072872,-253.3752494,-126.7851149,1162.83445,-245.4718307,-129.2745832,1139.100159,-361.8473638,61.11949941,1074.385097,-376.3129659,45.39665921,1048.89918,-456.4366639,189.7154039,1036.140428,-49.26651216,-72.71117532,875.8278361,26.34348397,82.99384207,875.4176179
-14.66463479,10.09729711,962.4026126,33.58298535,-17.76645236,1488.64677,79.11724509,-39.53745954,1212.683866,-43.3376622,39.19172808,1437.754022,-116.6620626,-104.3639408,965.6219225,9.457106011,155.9220906,964.9167299,56.44865557,-86.48640864,966.1479378,102.7085823,8.985301747,965.8892764,-104.8319109,-138.7077713,1444.885663,112.6828201,144.632923,1433.237568,-114.2821304,-135.6506188,1418.930316,106.2536385,151.625363,1407.120442,-229.7334515,-127.6234446,1117.705341,-250.4709908,-128.1829093,1161.369861,-242.4751867,-130.4742638,1137.646564,-357.3322914,61.38472719,1074.276122,-371.8240261,45.82090192,1048.707581,-450.7729195,190.7824396,1035.912361,-49.29523524,-72.7214059,875.8412605,26.1814873,83.04822684,875.4192341
-14.60048719,10.07988568,962.3663704,33.81267196,-17.8215795,1488.635853,79.25756146,-39.49622595,1212.633671,-43.20097716,39.01734505,1437.750426,-116.611226,-104.4540172,965.6708398,9.276063704,155.9441739,964.9410845,56.4838116,-86.42268071,966.0979948,102.6586862,9.090169306,965.830324,-104.3887768,-138.9899382,1444.828216,112.6377233,144.7289016,1433.27817,-113.8416056,-135.9421629,1418.872716,106.1991514,151.7172164,1407.162253,-226.582083,-128.6851515,1116.368174,-247.55943,-129.5602495,1159.912794,-239.4485934,-131.6603991,1136.210859,-352.7263512,61.62037972,1074.024265,-367.2497694,46.19002603,1048.392881,-445.0164647,191.7749234,1035.436355,-49.32563373,-72.73441354,875.8564615,26.01231958,83.10234174,875.4197354
-14.53782538,10.06095422,962.3287884,34.04482329,-17.87687619,1488.625182,79.40291649,-39.45070212,1212.582297,-43.05751993,38.84586449,1437.744424,-116.5571555,-104.5497588,965.7229759,9.086514765,155.9659847,964.9642404,56.5212028,-86.35689741,966.0474379,102.6067189,9.199070281,965.7691372,-103.9436735,-139.2672455,1444.760918,112.601912,144.8235159,1433.327019,-113.3976762,-136.2279788,1418.804848,106.155487,151.8084875,1407.212144,-223.3993646,-129.7452645,1115.066914,-244.6493466,-130.9182732,1158.472112,-236.4049569,-132.8366948,1134.80087,-348.0524624,61.8178308,1073.639665,-362.618838,46.49623006,1047.967451,-439.183798,192.6917338,1034.732105,-49.3562463,-72.75079878,875.8732644,25.8359116,83.15630641,875.4191949
-14.4770613,10.0403259,962.2903013,34.27952139,-17.93337694,1488.61453,79.55303127,-39.40103092,1212.529754,-42.90766059,38.67651508,1437.736724,-116.4994004,-104.6513204,965.7778559,8.888210933,155.9876654,964.9865429,56.56120308,-86.28876454,965.9962176,102.552798,9.312407865,965.7059676,-103.4969202,-139.5405141,1444.684165,112.5749969,144.9160163,1433.383975,-112.950889,-136.5087585,1418.727205,106.1220269,151.8985571,1407.270067,-220.2052048,-130.8120053,1113.805861,-241.751947,-132.259935,1157.056181,-233.3601792,-134.0089967,1133.42364,-343.3392816,61.96337757,1073.132324,-357.9639669,46.72926498,1047.441203,-433.2929057,193.5305803,1033.824389,-49.38651548,-72.77037175,875.8914136,25.65240248,83.21048849,875.4178479
-14.41912494,10.01729883,962.2511523,34.5174646,-17.98672914,1488.604094,79.70847716,-39.34492664,1212.476303,-42.7524786,38.51068412,1437.726886,-116.436668,-104.7605973,965.8361985,8.679217942,156.0088174,965.0069617,56.60484672,-86.21805257,965.9448944,102.496774,9.430960533,965.6407342,-103.0443148,-139.810062,1444.600082,112.5527564,145.0123278,1433.446853,-112.4971828,-136.7854505,1418.641887,106.0942921,151.9928059,1407.333752,-217.0176016,-131.8903211,1112.59126,-238.8772936,-133.5847031,1155.675269,-230.3286701,-135.1797499,1132.088093,-338.6113556,62.04768736,1072.512897,-353.3105613,46.88473759,1046.822206,-427.352344,194.2951816,1032.734331,-49.41557283,-72.79481587,875.9114059,25.46072957,83.26410024,875.4151444
-14.36371105,9.99203906,962.2117286,34.75635514,-18.03535569,1488.593915,79.86743915,-39.28220546,1212.422695,-42.59542902,38.34884556,1437.715477,-116.368218,-104.8775712,965.896817,8.460361134,156.0293602,965.0255106,56.65284295,-86.14481752,965.8941188,102.4393874,9.554636069,965.5745276,-102.5879277,-140.0757632,1444.512088,112.5308995,145.1139808,1433.512749,-112.0390351,-137.058277,1418.552423,106.0675536,152.0924357,1407.400315,-213.8606698,-132.9797489,1111.429225,-236.0417486,-134.887375,1154.339708,-227.3310872,-136.3463187,1130.803058,-333.89939,62.06788419,1071.79562,-348.6874323,46.96589833,1046.120006,-421.3773038,194.9948433,1031.487615,-49.4417194,-72.82420741,875.9327554,25.26264263,83.31700633,875.4113173
-14.31077378,9.964707618,962.1722993,34.99431698,-18.07746457,1488.584149,80.02858009,-39.21266542,1212.36953,-42.43912497,38.19172318,1437.702594,-116.2937197,-105.0020892,965.9590015,8.232499427,156.0491319,965.0420243,56.70552622,-86.06927696,965.8444381,102.3811664,9.683101462,965.5080951,-102.1291708,-140.3371898,1444.422749,112.506083,145.2226372,1433.57939,-111.5780709,-137.3271616,1418.461414,106.0382281,152.1987741,1407.467453,-210.7541996,-134.0769745,1110.323664,-233.2583897,-136.1615268,1153.057315,-224.3842339,-137.5040024,1129.574872,-329.2311526,62.02384894,1070.995001,-344.1185709,46.97886229,1045.343364,-415.3772396,195.6412578,1030.105677,-49.46390161,-72.85868564,875.9552031,25.0595114,83.36887915,875.4064329
-14.26021761,9.936069455,962.1330296,35.23017325,-18.11319279,1488.574945,80.19139512,-39.13623467,1212.317034,-42.2850712,38.0385957,1437.688251,-116.2116177,-105.1351085,966.0216813,7.994265941,156.0685065,965.0572483,56.76420572,-85.9904733,965.7957547,102.3223484,9.817802479,965.4420052,-101.6697572,-140.5948672,1444.335041,112.4769148,145.3372759,1433.644026,-111.1162125,-137.5929714,1418.371875,106.0047188,152.3104515,1407.532374,-207.7114529,-135.1797302,1109.276492,-230.5354374,-137.4028612,1151.833186,-221.4991845,-138.6496068,1128.407351,-324.6250167,61.91808924,1070.123231,-339.6168244,46.93028142,1044.498933,-409.3609545,196.2404851,1028.602009,-49.48047193,-72.89807803,875.9781653,24.85123453,83.42068772,875.400995
-14.21065405,9.90714126,962.0939875,35.45827441,-18.14274158,1488.566607,80.35231564,-39.05460404,1212.266374,-42.13848319,37.88979266,1437.672694,-116.1223407,-105.2745673,966.0825631,7.749351178,156.0875233,965.0717704,56.82872271,-85.9090863,965.7487883,102.2642854,9.957317603,965.3780342,-101.2174716,-140.8475094,1444.251813,112.4397148,145.4559033,1433.704399,-110.6614018,-137.8545907,1418.286692,105.9632456,152.4252582,1407.592787,-204.7462809,-136.2766064,1108.287436,-227.8831128,-138.5991201,1150.669529,-218.688252,-139.7713248,1127.301635,-320.0978811,61.76471067,1069.189897,-335.1935717,46.83624855,1043.591958,-403.3436281,196.8037577,1026.984465,-49.48982353,-72.94113328,876.0005815,24.64188398,83.47247308,875.3956669
-14.16190369,9.878207517,962.0551845,35.67759894,-18.16535101,1488.559248,80.51061434,-38.96787746,1212.217849,-42.00058189,37.74567522,1437.655914,-116.025994,-105.4200827,966.1413087,7.498555234,156.1060751,965.0855083,56.89901474,-85.82534997,965.703793,102.2072471,10.101233,965.3165304,-100.7732029,-141.0948324,1444.174094,112.3930612,145.5791425,1433.75962,-110.2145841,-138.111885,1418.206899,105.9123226,152.5436729,1407.647779,-201.8633314,-137.3614931,1107.354923,-225.3032138,-139.7440066,1149.566822,-215.9549014,-140.8629451,1126.257274,-315.6556741,61.57443727,1068.201742,-330.8505629,46.70672064,1042.627151,-397.3408892,197.3314286,1025.25687,-49.49164191,-72.98777327,876.0223206,24.4323161,83.52402,875.3904709
-14.1130874,9.849822817,962.0166569,35.88346473,-18.18251987,1488.553049,80.66406402,-38.87681732,1212.172262,-41.87542092,37.60560092,1437.638087,-115.9221432,-105.5709955,966.1962781,7.243343473,156.1242832,965.0989358,56.97557524,-85.73929624,965.661225,102.1521051,10.24931952,965.258725,-100.3423268,-141.3370976,1444.100779,112.333697,145.7052644,1433.811139,-109.7809992,-138.3648968,1418.131367,105.8488582,152.6641647,1407.698815,-199.0680518,-138.4256936,1106.475436,-222.7999453,-140.8306042,1148.522582,-213.3040978,-141.916575,1125.271183,-311.3035969,61.36228682,1067.16514,-326.5903338,46.55440563,1041.610578,-391.377588,197.8237873,1023.426005,-49.48430581,-73.03738311,876.0426062,24.2247692,83.57562155,875.3858956
-14.06429396,9.822847535,961.9785512,36.0755009,-18.19787164,1488.547908,80.81193235,-38.78377912,1212.129429,-41.76374361,37.4658606,1437.619595,-115.8118723,-105.7253098,966.2463167,6.985681554,156.1426674,965.1134253,57.05753521,-85.65095229,965.6204437,102.099109,10.40100847,965.2049044,-99.92480976,-141.5783015,1444.031555,112.2604112,145.831241,1433.859424,-109.3606951,-138.6175379,1418.059824,105.7715428,152.7838038,1407.746413,-196.3668275,-139.4653139,1105.647957,-220.3789534,-141.8572043,1147.536447,-210.7419217,-142.9293645,1124.342566,-307.0499586,61.13634682,1066.086358,-322.419764,46.38410436,1040.549449,-385.4871312,198.2725913,1021.499841,-49.46834852,-73.08795606,876.0606931,24.02053507,83.62840097,875.3827079
-14.01536237,9.797512934,961.940874,36.25342908,-18.20998564,1488.543962,80.95402567,-38.68841615,1212.089534,-41.66559048,37.32793288,1437.600286,-115.6949512,-105.8832648,966.2914481,6.725460194,156.1611038,965.1287236,57.14508662,-85.56034381,965.5816584,102.0483263,10.55631648,965.1551764,-99.52196076,-141.8164908,1443.968229,112.1739329,145.9574134,1433.902743,-108.9550419,-138.8680434,1417.994078,105.6810725,152.9027206,1407.788794,-193.7580548,-140.4746421,1104.870689,-218.0389095,-142.8220238,1146.60651,-208.266877,-143.8974714,1123.469336,-302.8958972,60.90614397,1064.973734,-318.3397802,46.20228352,1039.453619,-379.6988901,198.6724422,1019.49358,-49.44347453,-73.1397916,876.0766293,23.81970605,83.68212783,875.3807904
-13.96621415,9.774100215,961.903813,36.41528249,-18.22027025,1488.541241,81.08894793,-38.59220131,1212.05288,-41.58263083,37.19096458,1437.580348,-115.5726565,-106.0429363,966.3309172,6.465427665,156.179603,965.1451304,57.23725759,-85.46820585,965.5449961,102.0002614,10.71380663,965.110055,-99.13604291,-142.0523833,1443.909789,112.0729578,146.0824671,1433.942274,-108.5662311,-139.1169457,1417.933114,105.5762279,153.0197776,1407.827161,-191.2489494,-141.4470139,1104.142406,-215.7874402,-143.7231636,1145.731232,-205.8862868,-144.8165546,1122.649862,-298.8552171,60.67839241,1063.837395,-314.3651868,46.01455044,1038.334338,-374.0520017,199.0215198,1017.433518,-49.41002169,-73.19182,876.090036,23.62435299,83.73672667,875.3803953
-13.91747098,9.752658677,961.8674515,36.56469938,-18.22863141,1488.539515,81.21826187,-38.49514127,1212.01878,-41.51091087,37.05582245,1437.559908,-115.4458683,-106.2041689,966.3659648,6.205206344,156.1980558,965.1623735,57.33319679,-85.37472793,965.5100192,101.9542474,10.87319236,965.0685475,-98.76474292,-142.284601,1443.856419,111.9624453,146.2058621,1433.977643,-108.1920212,-139.3627552,1417.877155,105.4619335,153.1345199,1407.861174,-188.831884,-142.3764219,1103.460347,-213.6187049,-144.5602098,1144.906619,-203.5932129,-145.6833348,1121.880414,-294.9269297,60.45820542,1062.684698,-310.4966179,45.82562543,1037.200081,-368.5673968,199.3202694,1015.344378,-49.36967145,-73.24412504,876.1014732,23.43309525,83.79195543,875.3811773
-13.8700846,9.733547996,961.8320389,36.70525754,-18.23816588,1488.538387,81.34315862,-38.39901814,1211.986315,-41.44690768,36.92012625,1437.539427,-115.316425,-106.3652851,966.3970962,5.945902137,156.2167588,965.1811949,57.43128982,-85.28017747,965.4757639,101.9097496,11.03369962,965.029777,-98.40493624,-142.5154792,1443.806905,111.8461744,146.3249174,1434.00991,-107.8293703,-139.6075142,1417.825052,105.3418947,153.2445546,1407.891988,-186.5075447,-143.2588329,1102.823931,-211.5359033,-145.335195,1144.130333,-201.3893075,-146.4967808,1121.159148,-291.1212673,60.24623429,1061.524113,-306.7456354,45.63670145,1036.059746,-363.2735343,199.5683026,1013.252913,-49.32471755,-73.29530195,876.1110094,23.24540103,83.84839227,875.3833464
-13.82442244,9.716254583,961.7975859,36.83673545,-18.24859023,1488.537827,81.46361279,-38.30353408,1211.955564,-41.39089235,36.7841465,1437.518926,-115.1846473,-106.5261547,966.4246486,5.687926298,156.2354943,965.2011436,57.53127587,-85.18490874,965.4424554,101.8667758,11.19484666,964.9936795,-98.05590651,-142.7451461,1443.759447,111.7232828,146.4408246,1434.040834,-107.4774401,-139.8511855,1417.774979,105.2153491,153.351257,1407.921385,-184.2765572,-144.0932343,1102.23186,-209.5428826,-146.0516853,1143.398912,-199.2764632,-147.2582359,1120.483352,-287.4498328,60.03724887,1060.355736,-303.1233805,45.44392838,1034.912305,-358.194319,199.7624523,1011.174619,-49.27541817,-73.34565411,876.1188647,23.06145021,83.90552576,875.3866513
-13.78136752,9.70047547,961.7642057,36.95985393,-18.2624484,1488.537689,81.57995571,-38.20991749,1211.926146,-41.34215017,36.64547804,1437.498411,-115.0520967,-106.6852661,966.4488912,5.432831712,156.2543433,965.2225011,57.63184775,-85.08945672,965.4096849,101.8251613,11.35557374,964.9598507,-97.71523821,-142.9766885,1443.710259,111.5934503,146.5527583,1434.073989,-107.1335682,-140.0964869,1417.723101,105.0821854,153.4542023,1407.952994,-182.1430468,-144.8809328,1101.683158,-207.6473296,-146.715446,1142.708943,-197.2602571,-147.9712476,1119.850471,-283.9244067,59.82571104,1059.181406,-299.640912,45.24396755,1033.757844,-353.3494139,199.9024493,1009.127707,-49.22331818,-73.39426468,876.1250966,22.88156176,83.96341659,875.3911566
-13.74229608,9.685272303,961.7320212,37.08023424,-18.27567941,1488.537565,81.69430139,-38.11630475,1211.897464,-41.29674015,36.50658924,1437.478334,-114.9196494,-106.8432801,966.4722522,5.179854118,156.2725877,965.2436118,57.73213698,-84.99457069,965.3776447,101.7840784,11.51511054,964.9269851,-97.37523498,-143.2087964,1443.660358,111.4583233,146.6663262,1434.108205,-106.7903994,-140.3422942,1417.670539,104.9436249,153.5588717,1407.985716,-180.1112837,-145.6166433,1101.18238,-205.8565473,-147.3239761,1142.06288,-195.3461682,-148.6320374,1119.263781,-280.5582154,59.61067293,1058.00201,-296.3104291,45.03736164,1032.595718,-348.7540014,199.9928523,1007.121016,-49.17033067,-73.44273518,876.1310245,22.70388958,84.02042894,875.3957378
-13.7076711,9.671183325,961.7011303,37.19943249,-18.29000271,1488.537274,81.806838,-38.02403011,1211.869136,-41.25397756,36.36501709,1437.459066,-114.7879884,-106.9991964,966.4943149,4.929666667,156.2906305,965.2653806,57.83158072,-84.90013043,965.3457313,101.7434619,11.67335821,964.8949638,-97.03371682,-143.4443523,1443.61099,111.3176641,146.7802698,1434.142297,-106.4459994,-140.5916228,1417.618612,104.7991507,153.6638968,1408.018409,-178.1880149,-146.298464,1100.731919,-204.1801548,-147.8787159,1141.461028,-193.5420834,-149.2404476,1118.724381,-277.3661438,59.38956865,1056.819218,-293.1461687,44.82221574,1031.426771,-344.421141,200.0359432,1005.157609,-49.11712745,-73.48986819,876.1363066,22.52857345,84.07740275,875.400844
